methodID;algoId;nb_prims;nb_refs;nb_stms;total_time;nb_symb_heap_typ_vars;nb_symb_heap_mut_refs;nb_symb_heap_const_refs;nb_symb_heap_mut_rel_vars;nb_symb_heap_const_rel_vars;nb_scfg_locations;nb_scfg_transitions;nb_scfg_variables;nb_scfg_state_variables;nb_scfg_input_variables;nb_scfg_contr_variables;max_scfg_in_degree;max_scfg_out_degree;model_instantiation_time;support_size;scfg_generation_time;synthesis_time;triangularization_time;summarization;unsat_guard;true_guard
java.util.Formatter$FormatSpecifier_precision_java.lang.String.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;5;8;21;25843.0;7;5;2;0;0;20;25;39;33;2;4;3;4;20070;4;2993;22620;230;done;false;true
java.lang.StringBuilder_append_float.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;2;2;835.0;1;0;1;0;0;3;2;15;9;2;4;1;1;14620;3;122;603;110;done;false;true
java.util.Calendar_updateTime.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;2;3;895.0;1;0;1;0;0;4;3;10;6;2;2;1;1;14620;2;162;660;73;done;false;true
java.util.Objects_hashCode_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;2;5;3980.0;1;0;1;0;0;7;8;15;10;2;3;2;2;15290;2;2200;1661;119;done;false;true
javax.security.auth.Subject$SecureSet_size.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;3;2090.0;2;1;1;0;0;4;3;16;11;2;3;1;1;14720;2;417;1571;102;done;false;true
java.util.HashMap$TreeNode_rotateRight_java.util.HashMap$TreeNode_java.util.HashMap$TreeNode.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;11;25;57943.0;10;8;2;0;0;29;38;45;38;2;5;3;3;27990;4;4779;52270;894;done;false;true
java.io.BufferedReader_clinit.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;1;3;262.0;0;0;0;0;0;4;3;5;2;2;1;1;1;3131;0;97;116;49;done;false;true
java.util.TreeMap_valEquals_java.lang.Object_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;8;7359.0;2;0;2;0;0;10;13;20;14;2;4;3;3;5113;4;3130;4090;139;done;false;true
java.util.Random_doubles_long_double_double.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;5;6;14;14992.0;5;4;1;0;0;16;19;33;27;2;4;3;3;18260;5;1989;12830;173;done;false;true
java.util.Random_setSeed_long.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;2;3;5;1095.0;2;1;1;0;0;6;5;15;11;2;2;1;1;14870;3;191;818;86;done;false;true
java.util.Collections$UnmodifiableCollection_contains_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;4;3;2000.0;3;1;2;0;0;4;3;21;15;2;4;1;1;15710;4;424;1449;127;done;false;true
java.util.LinkedHashMap$LinkedValues_clear.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;3;2011.0;2;1;1;0;0;4;3;13;9;2;2;1;1;14730;2;412;1516;83;done;false;true
java.io.InputStream_available.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;2;1;648.0;1;0;1;0;0;2;1;12;7;2;3;1;1;3186;2;87;324;237;done;false;true
java.nio.CharBuffer_compareTo_java.nio.CharBuffer.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;15;3;24;22623.0;2;0;2;0;0;26;31;34;28;2;4;3;4;18160;4;2098;20300;225;done;false;true
javax.security.auth.Subject$ClassSet_size.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;3;1003.0;2;1;1;0;0;4;3;16;11;2;3;1;1;14890;2;298;615;90;done;false;true
java.io.OutputStream_flush.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;2;1;459.0;1;0;1;0;0;2;1;10;6;2;2;1;1;14510;2;87;315;57;done;false;true
java.util.RegularEnumSet_iterator.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;3;2272.0;2;1;1;0;0;4;3;17;11;2;4;1;1;14820;2;443;1718;111;done;false;true
java.util.RegularEnumSet$EnumSetIterator_remove.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;6;5;15;8322.0;4;3;1;0;0;17;18;27;23;2;2;2;2;17380;2;1739;6449;134;done;false;true
java.util.LinkedHashMap_init_int_float_boolean.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;2;3;1020.0;1;0;1;0;0;4;3;17;11;2;4;1;1;14870;5;140;748;132;done;false;true
java.util.HashMap_init_int_float.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;5;12;28;57238.0;11;10;1;0;0;31;38;51;45;2;4;3;4;20090;4;6564;49560;1114;done;false;true
java.util.Collections$1_next.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;4;8;4782.0;3;2;1;0;0;10;11;23;17;2;4;2;2;16610;2;569;4085;128;done;false;true
java.nio.Buffer_capacity.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;2;2;828.0;1;0;1;0;0;3;2;13;8;2;3;1;1;14620;2;110;628;90;done;false;true
java.util.RegularEnumSet_access$000_java.util.RegularEnumSet.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;2;2;835.0;1;0;1;0;0;3;2;13;8;2;3;1;1;15000;2;111;636;88;done;false;true
java.io.ObjectInputStream_readInt.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;3;2041.0;2;1;1;0;0;4;3;16;11;2;3;1;1;14780;2;517;1429;95;done;false;true
java.util.Collections$UnmodifiableCollection$1_remove.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;3;838.0;2;1;1;0;0;4;3;13;9;2;2;1;1;14690;2;246;525;67;done;false;true
java.util.Collections$SingletonMap_get_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;5;7;5142.0;4;2;2;0;0;9;10;28;21;2;5;2;2;5494;4;610;3844;688;done;false;true
java.util.HashMap_reinitialize.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;2;8;2118.0;1;0;1;0;0;9;8;10;6;2;2;1;1;14800;2;160;1849;109;done;false;true
java.util.LinkedHashMap_newNode_int_java.lang.Object_java.lang.Object_java.util.HashMap$Node.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;7;5;5867.0;6;2;4;0;0;6;5;36;27;2;7;1;1;16249;9;1752;3799;316;done;false;true
java.util.HashMap$Node_toString.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;9;9;6642.0;8;7;1;0;0;10;9;35;29;2;4;1;1;16610;2;1344;5163;135;done;false;true
java.util.Formatter$FormatSpecifier_print_double_java.util.Locale.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;11;16;44;150685.0;15;13;2;0;0;50;59;67;62;2;3;2;2;33710;5;12740;137600;345;done;false;true
java.util.Spliterators$EmptySpliterator$OfRef_tryAdvance_java.util.function.Consumer.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;2;1932.0;2;0;2;0;0;3;2;18;12;2;4;1;1;14750;4;382;1435;115;done;false;true
java.lang.Float_isNaN_float.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;1;6;1756.0;0;0;0;0;0;8;9;12;8;2;2;2;2;15769;1;225;1441;90;done;false;true
java.util.EnumMap$KeySet_iterator.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;4;4;2918.0;3;2;1;0;0;5;4;20;14;2;4;1;1;14790;2;1318;1481;119;done;false;true
java.math.MathContext_init_int_java.math.RoundingMode.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;5;12;13304.0;4;2;2;0;0;14;17;28;21;2;5;3;3;17670;5;1547;11260;497;done;false;true
java.util.LinkedHashSet_init_int_float.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;2;2;2;787.0;1;0;1;0;0;3;2;16;10;2;4;1;1;14650;4;129;544;114;done;false;true
java.util.Collections$CopiesList_contains_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;4;9;6966.0;3;1;2;0;0;11;14;25;19;2;4;2;3;17150;4;721;6095;150;done;false;true
java.util.Random$RandomIntsSpliterator_forEachRemaining_java.util.function.IntConsumer.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;8;5;19;16942.0;4;2;2;0;0;22;27;31;26;2;3;2;3;19310;4;2344;14410;188;done;false;true
java.util.Random_doubles.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;4;4;2296.0;3;2;1;0;0;5;4;20;14;2;4;1;1;14850;2;225;1134;937;done;false;true
java.util.Date_getCalendarSystem_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;5;3159.0;2;2;0;0;0;7;8;18;13;2;3;2;2;15969;1;294;2760;105;done;false;true
java.util.Date_getCalendarSystem_long.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;6;4;12;8468.0;3;3;0;0;0;14;17;26;21;2;3;2;3;17140;1;1312;7020;136;done;false;true
java.util.Random_seedUniquifier.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;3;8;3962.0;2;2;0;0;0;10;11;18;14;2;2;2;2;15960;0;517;2967;478;done;false;true
java.util.WeakHashMap$KeyIterator_init_java.util.WeakHashMap_java.util.WeakHashMap$1.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;4;2;2248.0;3;0;3;0;0;3;2;24;16;2;6;1;1;15230;6;1355;717;176;done;false;true
java.lang.Integer_parseInt_java.lang.String.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;2;2;889.0;1;0;1;0;0;3;2;13;8;2;3;1;1;14620;2;130;670;89;done;false;true
java.util.Collections$CheckedQueue_equals_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;2;4;8;6368.0;3;1;2;0;0;10;13;24;18;2;4;2;3;5752;4;1418;4814;136;done;false;true
java.io.OutputStream_write_byte_arr_int_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;9;5;26;30100.0;4;2;2;0;0;29;44;32;27;2;3;5;8;22440;6;3611;26190;299;done;false;true
java.util.TreeMap_deleteEntry_java.util.TreeMap$Entry.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;6;26;67;1445630.0;25;23;2;0;0;74;97;92;87;2;3;5;5;95370;4;31000;1414000;630;done;false;true
java.util.Hashtable$EntrySet_size.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;3;2063.0;2;1;1;0;0;4;3;16;11;2;3;1;1;14700;2;408;1557;98;done;false;true
java.io.ObjectInputStream$BlockDataInputStream_readFloat.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;9;6;21;16503.0;5;4;1;0;0;23;26;35;30;2;3;2;3;19440;2;3324;13000;179;done;false;true
java.util.IdentityHashMap_init_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;2;3;4;1517.0;2;1;1;0;0;5;4;15;11;2;2;1;1;15410;3;571;862;84;done;false;true
java.io.ObjectInputStream_readObject.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;2;916.0;2;1;1;0;0;3;2;17;11;2;4;1;1;3398;2;149;655;112;done;false;true
java.lang.Enum_compareTo_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;4;3;949.0;3;1;2;0;0;4;3;21;15;2;4;1;1;14790;4;186;659;104;done;false;true
java.util.AbstractCollection_addAll_java.util.Collection.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;5;10;10902.0;4;2;2;0;0;13;16;28;22;2;4;2;2;17800;4;2512;8256;134;done;true;false
java.util.GregorianCalendar_init_java.util.TimeZone.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;5;4;2625.0;4;2;2;0;0;5;4;25;18;2;5;1;1;15540;4;1390;1090;145;done;false;true
java.util.LinkedHashSet_init_java.util.Collection.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;3;6;1885.0;2;0;2;0;0;7;6;22;15;2;5;1;1;4038;4;588;1191;106;done;true;false
java.util.EnumMap$EntrySet_init_java.util.EnumMap.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;3;1768.0;2;0;2;0;0;4;3;19;12;2;5;1;1;15280;4;582;1036;150;done;false;true
java.util.Locale_getVariant.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;4;3;1266.0;3;2;1;0;0;4;3;20;14;2;4;1;1;15650;2;406;749;111;done;false;true
java.util.Collections$EmptyMap_init.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;2;2;869.0;1;0;1;0;0;3;2;14;8;2;4;1;1;14560;2;119;646;104;done;false;true
java.io.ObjectStreamClass_getPrimDataSize.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;2;2;841.0;1;0;1;0;0;3;2;13;8;2;3;1;1;3249;2;113;628;100;done;false;true
java.util.Formatter$Conversion_isGeneral_char.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;1;3;1906.0;0;0;0;0;0;5;6;10;6;2;2;2;2;14970;1;194;1624;88;done;false;true
java.util.Formatter$FormatSpecifier_print_java.util.Calendar_char_java.util.Locale.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;2;12;15;17458.0;11;8;3;0;0;17;18;48;42;2;4;2;2;23940;7;7104;9577;777;done;false;true
java.io.ObjectOutputStream_writeInt_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;3;2044.0;2;1;1;0;0;4;3;14;10;2;2;1;1;14790;3;509;1451;84;done;false;true
java.util.Formatter$FixedString_toString.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;2;921.0;2;1;1;0;0;3;2;17;11;2;4;1;1;14800;2;219;596;106;done;false;true
java.io.ObjectInputStream_access$502_java.io.ObjectInputStream_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;2;2;857.0;1;0;1;0;0;3;2;13;8;2;3;1;1;14670;3;118;651;88;done;false;true
java.nio.HeapCharBuffer_init_int_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;2;3;3;1049.0;2;1;1;0;0;4;3;19;13;2;4;1;1;14850;4;184;751;114;done;false;true
java.util.Random$RandomIntsSpliterator_estimateSize.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;2;4;985.0;1;0;1;0;0;5;4;15;10;2;3;1;1;14830;2;134;749;102;done;false;true
java.util.RandomAccessSubList_subList_int_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;2;3;3;1150.0;2;1;1;0;0;4;3;19;13;2;4;1;1;3477;4;159;886;105;done;false;true
java.util.HashMap$EntrySet_size.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;3;1999.0;2;1;1;0;0;4;3;16;11;2;3;1;1;14650;2;404;1492;103;done;false;true
java.io.DataOutputStream_writeInt_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;9;6;18;4491.0;5;4;1;0;0;19;18;31;27;2;2;1;1;5099;3;659;3080;752;done;false;true
java.lang.StringBuilder_append_java.lang.String.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;2;993.0;2;0;2;0;0;3;2;19;12;2;5;1;1;14880;4;169;682;142;done;false;true
java.util.ArrayList$SubList_outOfBoundsMsg_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;2;8;9;4841.0;7;6;1;0;0;10;9;34;28;2;4;1;1;16490;3;1386;3316;139;done;false;true
java.util.ArrayList_indexOf_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;5;7;22;38255.0;6;4;2;0;0;24;33;36;30;2;4;3;6;21980;4;6279;31750;226;done;false;true
java.nio.file.FileTreeWalker$DirectoryNode_key.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;2;846.0;2;1;1;0;0;3;2;17;11;2;4;1;1;14730;2;132;600;114;done;false;true
java.util.Collections$EmptySet_init_java.util.Collections$1.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;2;2017.0;2;0;2;0;0;3;2;19;12;2;5;1;1;14630;4;389;1460;168;done;false;true
java.util.Formatter$FormatSpecifier_addDot_char_arr.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;5;5;10;4394.0;4;2;2;0;0;11;10;30;23;2;5;1;1;15629;4;1085;3144;165;done;false;true
java.math.MathContext_clinit.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;10;19;1567.0;9;9;0;0;0;20;19;32;29;2;1;1;1;16039;0;1229;241;97;done;false;true
java.util.IdentityHashMap$EntrySpliterator_trySplit.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;8;4;17;10708.0;3;2;1;0;0;19;20;30;24;2;4;2;2;17690;2;1891;8656;161;done;false;true
java.util.Random_doubles_long.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;2;5;9;6208.0;4;3;1;0;0;11;12;27;21;2;4;2;2;16940;3;1295;4770;143;done;false;true
java.text.BreakIterator$BreakIteratorCache_getLocale.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;2;2047.0;2;1;1;0;0;3;2;17;11;2;4;1;1;14700;2;396;1536;115;done;false;true
java.util.Collections$SetFromMap_iterator.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;4;3;2331.0;3;2;1;0;0;4;3;20;14;2;4;1;1;14730;2;1356;874;101;done;false;true
java.lang.AssertionError_init_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;5;7;5035.0;4;2;2;0;0;9;10;28;21;2;5;2;2;5386;4;650;4231;154;done;false;true
java.lang.Character_compareTo_java.lang.Character.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;3;4;1189.0;2;0;2;0;0;5;4;20;14;2;4;1;1;14870;4;151;908;130;done;false;true
java.security.BasicPermission_init_java.lang.String.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;3;1205.0;2;0;2;0;0;4;3;19;12;2;5;1;1;14870;4;190;872;143;done;false;true
java.util.IdentityHashMap$KeySet_hashCode.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;4;9;6864.0;3;2;1;0;0;11;12;23;18;2;3;2;2;16550;2;1910;4290;664;done;false;true
java.lang.Character_toLowerCase_char.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;1;3;1158.0;0;0;0;0;0;4;3;10;6;2;2;1;1;14600;1;408;680;70;done;false;true
java.util.Spliterators$EmptySpliterator$OfLong_tryAdvance_java.util.function.LongConsumer.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;2;819.0;2;0;2;0;0;3;2;18;12;2;4;1;1;14800;4;180;536;103;done;false;true
java.util.Collections$EmptyMap_containsKey_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;1;720.0;2;0;2;0;0;2;1;17;11;2;4;1;1;14590;4;102;521;97;done;false;true
java.util.LinkedHashMap_keySet.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;4;7;5950.0;3;2;1;0;0;9;10;22;16;2;4;2;2;16109;2;1407;3947;596;done;false;true
java.lang.ConditionalSpecialCasing_toUpperCaseEx_java.lang.String_int_java.util.Locale.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;5;4;10;11003.0;3;1;2;0;0;12;15;27;21;2;4;3;3;17190;5;1429;8451;1123;done;false;true
java.text.CollationKey_compareTo_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;4;3;978.0;3;1;2;0;0;4;3;21;15;2;4;1;1;14970;4;174;685;119;done;false;true
java.nio.IntBuffer_compare_int_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;1;2;816.0;0;0;0;0;0;3;2;10;6;2;2;1;1;14570;2;129;615;72;done;false;true
java.util.JumboEnumSet_size.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;2;2;823.0;1;0;1;0;0;3;2;13;8;2;3;1;1;14650;2;107;623;93;done;false;true
java.util.Scanner_revertState_boolean.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;2;2;5;1235.0;1;0;1;0;0;6;5;14;9;2;3;1;1;14810;3;138;991;106;done;false;true
java.util.HashMap$KeyIterator_next.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;4;3;1566.0;3;2;1;0;0;4;3;20;14;2;4;1;1;16580;2;437;1027;102;done;false;true
java.util.Hashtable_size.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;2;2;830.0;1;0;1;0;0;3;2;13;8;2;3;1;1;14640;2;109;627;94;done;false;true
java.util.LinkedHashMap$LinkedEntrySet_clear.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;3;1923.0;2;1;1;0;0;4;3;13;9;2;2;1;1;14720;2;412;1433;78;done;false;true
java.util.WeakHashMap_get_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;5;8;17;25294.0;7;5;2;0;0;19;24;41;34;2;5;3;4;9944;4;3482;21600;212;done;false;true
java.lang.Short_shortValue.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;2;2;833.0;1;0;1;0;0;3;2;13;8;2;3;1;1;14600;2;104;638;91;done;false;true
java.util.TreeMap_containsKey_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;4;6;3539.0;3;1;2;0;0;8;9;23;17;2;4;2;2;16740;4;669;2740;130;done;false;true
java.util.HashMap$Node_init_int_java.lang.Object_java.lang.Object_java.util.HashMap$Node.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;5;6;3811.0;4;0;4;0;0;7;6;30;21;2;7;1;1;15930;9;246;3268;297;done;false;true
java.util.TreeMap$NavigableSubMap_put_java.lang.Object_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;7;8;8795.0;6;3;3;0;0;10;11;36;28;2;6;2;2;18300;6;2034;6570;191;done;false;true
java.util.Formatter$FormatSpecifier$BigDecimalLayout_scale.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;2;2;813.0;1;0;1;0;0;3;2;13;8;2;3;1;1;14720;2;107;617;89;done;false;true
java.util.LinkedHashMap$LinkedValueIterator_next.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;4;3;1566.0;3;2;1;0;0;4;3;20;14;2;4;1;1;16100;2;441;1015;110;done;false;true
java.util.AbstractList$Itr_init_java.util.AbstractList.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;4;8;4357.0;3;1;2;0;0;9;8;23;16;2;5;1;1;15310;4;1394;2796;167;done;false;true
java.util.TreeMap$NavigableSubMap$SubMapIterator_nextEntry.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;2;10;20;42115.0;9;8;1;0;0;22;27;42;36;2;4;3;4;23290;2;5390;36500;225;done;false;true
java.io.FileOutputStream$1_close.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;3;2058.0;2;1;1;0;0;4;3;13;9;2;2;1;1;14700;2;459;1519;80;done;false;true
java.io.ObjectOutputStream$PutFieldImpl_init_java.io.ObjectOutputStream_java.io.ObjectStreamClass.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;2;6;10;8897.0;5;2;3;0;0;11;10;32;24;2;6;1;1;4342;6;3897;4776;224;done;false;true
java.util.HashMap$Node_getKey.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;2;852.0;2;1;1;0;0;3;2;17;11;2;4;1;1;15550;2;132;614;106;done;false;true
java.util.TreeMap_colorOf_java.util.TreeMap$Entry.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;2;5;2517.0;1;0;1;0;0;7;8;15;10;2;3;2;2;16009;2;229;1815;473;done;false;true
java.util.ArrayList_elementData_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;4;3;1566.0;3;2;1;0;0;4;3;21;15;2;4;1;1;15360;3;593;865;108;done;false;true
java.util.Formatter$Conversion_isInteger_char.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;1;3;1927.0;0;0;0;0;0;5;6;10;6;2;2;2;2;14880;1;186;1653;88;done;false;true
java.util.Random_nextLong.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;6;2;7;2406.0;1;0;1;0;0;8;7;18;13;2;3;1;1;14960;2;194;2107;105;done;false;true
java.util.Formatter$FormatSpecifier_checkInteger.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;4;9;26;17149.0;8;7;1;0;0;29;34;37;33;2;2;3;3;22780;2;3922;13050;177;done;false;true
