methodID;algoId;nb_prims;nb_refs;nb_stms;total_time;nb_symb_heap_typ_vars;nb_symb_heap_mut_refs;nb_symb_heap_const_refs;nb_symb_heap_mut_rel_vars;nb_symb_heap_const_rel_vars;nb_scfg_locations;nb_scfg_transitions;nb_scfg_variables;nb_scfg_state_variables;nb_scfg_input_variables;nb_scfg_contr_variables;max_scfg_in_degree;max_scfg_out_degree;model_instantiation_time;support_size;scfg_generation_time;synthesis_time;triangularization_time;summarization;unsat_guard;true_guard
java.lang.SecurityManager_checkWrite_java.io.FileDescriptor.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;5;8;4713.0;4;2;2;0;0;10;11;23;18;2;3;2;2;16540;4;1227;3362;124;done;false;true
java.io.FileInputStream_available.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;2;2;671.0;1;0;1;0;0;3;2;13;8;2;3;1;1;14570;2;119;466;86;done;false;true
java.util.Formatter$FormatSpecifier_print_java.math.BigInteger_java.util.Locale.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;30;34;106;2.297156E7;33;30;3;0;0;118;151;142;136;2;4;4;4;172900;6;58380;22910000;3180;done;false;true
java.util.ArrayList_access$000_java.util.ArrayList.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;2;2;677.0;1;0;1;0;0;3;2;13;8;2;3;1;1;14540;2;109;474;94;done;false;true
java.util.Scanner_saveState.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;2;3;729.0;1;0;1;0;0;4;3;11;7;2;2;1;1;15000;2;131;532;66;done;false;true
java.util.ArrayDeque_peek.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;2;840.0;2;1;1;0;0;3;2;17;11;2;4;1;1;14710;2;141;595;104;done;false;true
java.util.Calendar_internalGet_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;2;3;3;1611.0;2;1;1;0;0;4;3;17;12;2;3;1;1;14630;3;242;643;726;done;false;true
java.util.ArrayDeque_checkInvariants.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;18;17;50;80115.0;16;15;1;0;0;52;69;75;71;2;2;4;10;33680;2;20500;59310;305;done;false;true
java.util.LinkedHashMap_clear.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;2;4;867.0;1;0;1;0;0;5;4;10;6;2;2;1;1;14670;2;137;653;77;done;false;true
java.util.Calendar_getInstance_java.util.Locale.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;4;3;1948.0;3;2;1;0;0;4;3;20;14;2;4;1;1;14750;2;1028;819;101;done;false;true
java.lang.AbstractStringBuilder_append_long.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;9;3;19;12056.0;2;1;1;0;0;22;25;28;22;2;4;2;2;17130;3;1461;10410;185;done;false;true
java.util.Spliterators$4Adapter_nextDouble.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;3;10;6991.0;2;1;1;0;0;12;15;20;15;2;3;2;3;16030;2;1149;5178;664;done;false;true
java.io.BufferedWriter_init_java.io.Writer_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;8;16;19719.0;7;5;2;0;0;18;19;37;30;2;5;2;2;7770;5;3048;15780;891;done;false;true
java.lang.StringCoding_safeTrim_char_arr_int_java.nio.charset.Charset_boolean.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;5;8;10237.0;4;2;2;0;0;10;15;30;23;2;5;2;4;6468;6;1895;8165;177;done;false;true
java.nio.FloatBuffer_compareTo_java.nio.FloatBuffer.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;15;3;24;21873.0;2;0;2;0;0;26;31;34;28;2;4;3;4;18090;4;1958;19680;235;done;false;true
java.io.File_setReadable_boolean.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;2;2;2;750.0;1;0;1;0;0;3;2;14;9;2;3;1;1;14700;3;133;525;92;done;false;true
java.io.StringWriter_write_java.lang.String_int_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;5;5;2786.0;4;2;2;0;0;6;5;24;19;2;3;1;1;15000;6;1019;1658;109;done;false;true
java.util.WeakHashMap_clinit.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;2;4;313.0;1;1;0;0;0;5;4;8;5;2;1;1;1;14630;0;135;126;52;done;false;true
java.io.File_hashCode.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;3;872.0;2;1;1;0;0;4;3;16;11;2;3;1;1;3398;2;181;594;97;done;false;true
java.util.Collections$AsLIFOQueue_size.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;3;1159.0;2;1;1;0;0;4;3;16;11;2;3;1;1;15510;2;466;605;88;done;false;true
java.io.PrintWriter_write_java.lang.String.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;3;1165.0;2;0;2;0;0;4;3;16;11;2;3;1;1;15300;4;428;654;83;done;false;false
java.lang.StringBuilder_append_java.lang.CharSequence.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;4;2;881.0;3;1;2;0;0;3;2;22;15;2;5;1;1;14760;4;151;612;118;done;false;true
java.util.TimeZone_getID.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;2;923.0;2;1;1;0;0;3;2;17;11;2;4;1;1;14960;2;137;650;136;done;false;true
java.io.FileOutputStream_init_java.lang.String.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;4;7;5158.0;3;1;2;0;0;9;10;24;17;2;5;2;2;4697;4;1130;3523;505;done;false;true
java.io.PushbackInputStream_available.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;6;3;12;6230.0;2;1;1;0;0;14;15;23;18;2;3;2;2;16440;2;620;5485;125;done;false;true
java.util.Collections$UnmodifiableNavigableMap_navigableKeySet.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;5;4;2752.0;4;3;1;0;0;5;4;23;17;2;4;1;1;14910;2;1645;992;115;done;false;true
java.io.FileSystem_getBooleanProperty_java.lang.String_boolean.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;2;3;7;4278.0;2;1;1;0;0;9;12;19;14;2;3;3;3;16260;3;531;3603;144;done;false;true
java.util.ArrayList_iterator.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;3;1336.0;2;1;1;0;0;4;3;17;11;2;4;1;1;15450;2;422;810;104;done;false;true
java.io.ObjectStreamClass$6_compare_java.io.ObjectStreamClass$MemberSignature_java.io.ObjectStreamClass$MemberSignature.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;8;8;8415.0;7;4;3;0;0;10;11;37;30;2;5;2;2;18240;6;2097;5608;710;done;false;true
java.util.ArrayDeque_size.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;6;3;8;3114.0;2;1;1;0;0;9;8;21;16;2;3;1;1;14970;2;1131;1866;117;done;false;true
java.io.PrintStream_append_java.lang.CharSequence_int_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;2;7;9;6325.0;6;4;2;0;0;11;12;35;28;2;5;2;2;18580;6;2416;3774;135;done;false;false
java.nio.CharBuffer_allocate_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;7;4211.0;2;2;0;0;0;9;10;18;13;2;3;2;2;15699;1;537;3556;118;done;false;true
java.util.WeakHashMap$Entry_init_java.lang.Object_java.lang.Object_java.lang.ref.ReferenceQueue_int_java.util.WeakHashMap$Entry.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;6;5;7815.0;5;0;5;0;0;6;5;35;25;2;8;1;1;17280;11;3727;3428;660;done;false;true
java.io.PrintStream_print_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;4;3;1573.0;3;1;2;0;0;4;3;18;13;2;3;1;1;3346;4;268;1223;82;done;false;false
java.text.NumberFormat_getIntegerInstance_java.util.Locale.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;2;1235.0;2;1;1;0;0;3;2;17;11;2;4;1;1;16319;2;436;684;115;done;false;true
java.text.StringCharacterIterator_init_java.lang.String_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;2;3;3;1928.0;2;0;2;0;0;4;3;21;14;2;5;1;1;14810;5;213;855;860;done;false;true
java.io.ObjectInputStream$GetFieldImpl_init_java.io.ObjectInputStream_java.io.ObjectStreamClass.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;8;14;29093.0;7;4;3;0;0;15;14;39;31;2;6;1;1;16470;6;6341;22510;242;done;false;true
java.lang.Number_init.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;2;2;705.0;1;0;1;0;0;3;2;14;8;2;4;1;1;3223;2;125;483;97;done;false;true
java.nio.file.attribute.FileTime_scale_long_long_long.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;7;1;9;3989.0;0;0;0;0;0;11;14;16;12;2;2;3;3;15699;3;440;3422;127;done;false;true
java.lang.StringCoding_access$100_char_arr_int_java.nio.charset.Charset_boolean.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;2;4;2;1640.0;3;1;2;0;0;3;2;24;17;2;5;1;1;15310;6;696;790;154;done;false;true
java.io.BufferedInputStream_init_java.io.InputStream_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;5;9;7342.0;4;2;2;0;0;11;12;28;21;2;5;2;2;16830;5;1831;5338;173;done;false;true
java.util.WeakHashMap$Values_size.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;3;1246.0;2;1;1;0;0;4;3;16;11;2;3;1;1;17880;2;505;649;92;done;false;true
java.lang.ConditionalSpecialCasing$Entry_getCondition.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;2;2;673.0;1;0;1;0;0;3;2;13;8;2;3;1;1;14470;2;107;479;87;done;false;true
java.util.Locale_hasExtensions.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;6;3144.0;2;1;1;0;0;8;9;18;13;2;3;2;2;15710;2;551;2480;113;done;false;true
java.util.IdentityHashMap_access$000_int_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;1;2;748.0;0;0;0;0;0;3;2;10;6;2;2;1;1;14440;2;112;566;70;done;false;true
java.util.Formatter$FormatSpecifier_printCharacter_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;11;17;58;89376.0;16;14;2;0;0;60;75;70;65;2;3;5;9;46610;4;11530;77480;366;done;false;true
java.io.Console$1_init.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;2;2;700.0;1;0;1;0;0;3;2;14;8;2;4;1;1;14580;2;124;479;97;done;false;true
java.util.Collections$CheckedMap$CheckedEntrySet_clear.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;3;873.0;2;1;1;0;0;4;3;13;9;2;2;1;1;14630;2;294;512;67;done;false;true
java.util.Spliterators_spliteratorUnknownSize_java.util.Iterator_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;5;5;3474.0;4;3;1;0;0;6;5;24;18;2;4;1;1;14900;3;1222;2120;132;done;false;true
java.util.Formatter$FormatSpecifier_checkNumeric.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;13;21;52;120993.0;20;19;1;0;0;54;75;82;78;2;2;5;12;56840;2;16360;104300;333;done;false;true
java.lang.String_valueOf_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;2;2;732.0;1;1;0;0;0;3;2;13;8;2;3;1;1;14660;1;124;525;83;done;false;true
java.util.EnumMap$EntrySet_size.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;3;1215.0;2;1;1;0;0;4;3;16;11;2;3;1;1;15500;2;500;623;92;done;false;true
java.nio.CharBuffer_compare_char_char.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;1;2;771.0;0;0;0;0;0;3;2;10;6;2;2;1;1;14480;2;127;571;73;done;false;true
java.util.IdentityHashMap$KeySet_init_java.util.IdentityHashMap_java.util.IdentityHashMap$1.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;4;2;2153.0;3;0;3;0;0;3;2;24;16;2;6;1;1;14950;6;1286;705;162;done;false;true
java.lang.Boolean_booleanValue.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;2;2;679.0;1;0;1;0;0;3;2;13;8;2;3;1;1;14530;2;108;481;90;done;false;true
java.util.Collections$CheckedMap$CheckedEntrySet$CheckedEntry_getKey.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;4;3;1075.0;3;2;1;0;0;4;3;20;14;2;4;1;1;14890;2;235;736;104;done;false;true
java.io.PrintWriter_println.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;2;2;745.0;1;0;1;0;0;3;2;10;6;2;2;1;1;14350;2;114;558;73;done;false;true
java.io.FileInputStream_init_java.io.File.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;11;31;98214.0;10;8;2;0;0;35;42;46;39;2;5;3;3;28360;4;6689;91180;345;done;false;true
java.nio.charset.Charset$1_getNext.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;2;10;19;20199.0;9;8;1;0;0;17;22;40;35;2;3;3;4;21580;2;5645;14390;164;done;false;true
java.io.DataInputStream_readFully_byte_arr.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;3;1118.0;2;0;2;0;0;4;3;16;11;2;3;1;1;14590;4;467;564;87;done;false;true
java.nio.FloatBuffer_compare_float_float.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;8;1;22;8867.0;0;0;0;0;0;24;33;17;13;2;2;6;6;16340;2;1359;7358;150;done;false;true
java.io.ObjectInputStream_readUnsignedShort.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;3;1214.0;2;1;1;0;0;4;3;16;11;2;3;1;1;4159;2;469;660;85;done;false;true
java.lang.StringCoding_access$000_int_float.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;1;2;823.0;0;0;0;0;0;3;2;10;6;2;2;1;1;14540;2;125;626;72;done;false;true
java.util.EnumMap$ValueIterator_init_java.util.EnumMap_java.util.EnumMap$1.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;4;2;2222.0;3;0;3;0;0;3;2;24;16;2;6;1;1;15000;6;1356;696;170;done;false;true
java.util.HashMap_replacementNode_java.util.HashMap$Node_java.util.HashMap$Node.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;7;6;3882.0;6;3;3;0;0;7;6;34;26;2;6;1;1;15530;6;1800;1922;160;done;false;true
java.util.Spliterators$DoubleIteratorSpliterator_tryAdvance_java.util.function.DoubleConsumer.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;2;6;12;11256.0;5;3;2;0;0;14;17;30;24;2;4;3;3;18520;4;2524;8561;171;done;false;true
java.nio.ShortBuffer_compareTo_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;4;3;1048.0;3;1;2;0;0;4;3;21;15;2;4;1;1;14760;4;175;756;117;done;false;true
java.text.Collator_compare_java.lang.Object_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;6;4;1402.0;5;2;3;0;0;5;4;29;22;2;5;1;1;14800;6;259;984;159;done;false;true
java.lang.StringCoding$StringDecoder_requestedCharsetName.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;2;938.0;2;1;1;0;0;3;2;17;11;2;4;1;1;14670;2;229;604;105;done;false;true
java.io.DataInputStream_readChar.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;7;5;14;9125.0;4;3;1;0;0;16;17;30;25;2;3;2;2;16760;2;1507;7476;142;done;false;true
java.util.EnumMap_put_java.lang.Enum_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;9;13;14753.0;8;5;3;0;0;15;16;44;36;2;6;2;2;20280;6;3251;11300;202;done;false;true
java.util.WeakHashMap$EntrySet_clear.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;3;1955.0;2;1;1;0;0;4;3;13;9;2;2;1;1;14520;2;430;1446;79;done;false;true
java.util.Formatter$FormatSpecifier$BigDecimalLayout_mantissa.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;4;3;1348.0;3;2;1;0;0;4;3;20;14;2;4;1;1;15400;2;446;798;104;done;false;true
java.io.FileInputStream$1_close.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;3;1916.0;2;1;1;0;0;4;3;13;9;2;2;1;1;14560;2;422;1416;78;done;false;true
java.io.File_deleteOnExit.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;5;10;7051.0;4;3;1;0;0;13;16;22;18;2;2;2;2;17160;2;1296;5637;118;done;false;true
java.io.ExpiringCache_clear.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;3;1199.0;2;1;1;0;0;4;3;13;9;2;2;1;1;15490;2;532;600;67;done;false;false
java.util.Collections$UnmodifiableCollection_size.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;3;1081.0;2;1;1;0;0;4;3;16;11;2;3;1;1;14690;2;376;613;92;done;false;true
java.lang.Boolean_compareTo_java.lang.Boolean.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;3;4;1134.0;2;0;2;0;0;5;4;20;14;2;4;1;1;14730;4;155;847;132;done;false;true
java.lang.String_format_java.lang.String_java.lang.Object_arr.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;6;5;4922.0;5;3;2;0;0;6;5;28;21;2;5;1;1;15610;4;3075;1713;134;done;false;true
java.lang.StringBuilder_insert_int_char_arr.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;2;1038.0;2;0;2;0;0;3;2;20;13;2;5;1;1;14790;5;186;712;140;done;false;true
java.io.ObjectInputStream$BlockDataInputStream_readFully_byte_arr_int_int_boolean.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;4;4;10;7950.0;3;1;2;0;0;12;15;28;23;2;3;2;3;6377;7;1509;5832;609;done;false;true
java.io.PrintStream_init_boolean_java.io.OutputStream.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;6;12;7143.0;5;3;2;0;0;13;12;29;22;2;5;1;1;16220;5;2471;4502;170;done;false;true
java.util.IdentityHashMap$EntryIterator$Entry_getValue.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;2;5;7;6397.0;4;3;1;0;0;8;7;25;19;2;4;1;1;15310;2;1680;4215;502;done;false;true
java.util.Arrays$NaturalOrder_clinit.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;2;4;309.0;1;1;0;0;0;5;4;8;5;2;1;1;1;14680;0;135;121;53;done;false;true
java.io.File$PathStatus_values.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;4;4;3154.0;3;3;0;0;0;5;4;18;13;2;3;1;1;15070;0;2371;696;87;done;false;true
java.lang.StringBuffer_charAt_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;3;4;9;7140.0;3;2;1;0;0;11;14;23;18;2;3;2;3;16319;3;1143;5855;142;done;false;true
java.util.AbstractMap$1$1_hasNext.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;3;1054.0;2;1;1;0;0;4;3;16;11;2;3;1;1;14770;2;349;608;97;done;false;true
java.util.ArrayDeque_iterator.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;3;1363.0;2;1;1;0;0;4;3;17;11;2;4;1;1;15500;2;462;798;103;done;false;true
java.io.ObjectStreamClass$4_compare_java.lang.Object_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;6;4;1923.0;5;2;3;0;0;5;4;29;22;2;5;1;1;15550;6;474;1288;161;done;false;true
java.lang.InternalError_init_java.lang.Throwable.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;2;979.0;2;0;2;0;0;3;2;19;12;2;5;1;1;14720;4;157;675;147;done;false;true
java.util.AbstractList$Itr_next.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;2;7;14;6293.0;6;5;1;0;0;9;8;31;25;2;4;1;1;15690;2;1501;4653;139;done;false;true
java.util.WeakHashMap$KeySet_iterator.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;4;4;2943.0;3;2;1;0;0;5;4;20;14;2;4;1;1;14690;2;1363;1466;114;done;false;true
java.nio.CharBuffer_compareTo_java.lang.Object.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;4;3;1062.0;3;1;2;0;0;4;3;21;15;2;4;1;1;14690;4;201;746;115;done;false;true
java.util.Hashtable$KeySet_init_java.util.Hashtable.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;3;2280.0;2;0;2;0;0;4;3;19;12;2;5;1;1;14630;4;1128;1001;151;done;false;true
java.io.DataInputStream_readLine.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;11;13;47;338888.0;12;11;1;0;0;53;69;60;54;2;4;5;4;47850;2;15980;321800;1108;done;false;true
java.util.WeakHashMap$WeakHashMapSpliterator_getFence.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;5;4;13;10366.0;3;2;1;0;0;15;16;25;20;2;3;2;2;17840;2;2256;7855;255;done;false;true
java.lang.StringBuilder_subSequence_int_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;2;3;2;926.0;2;1;1;0;0;3;2;19;13;2;4;1;1;14790;4;150;650;126;done;false;true
java.util.ArrayList$SubList_checkForComodification.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;2;4;8;4408.0;3;2;1;0;0;10;11;20;16;2;2;2;2;15869;2;1126;3174;108;done;false;true
java.util.IdentityHashMap$KeySet_iterator.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;4;4;3615.0;3;2;1;0;0;5;4;20;14;2;4;1;1;14820;2;2033;1466;116;done;false;true
java.io.PrintStream_print_char_arr.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;0;3;2;1671.0;2;0;2;0;0;3;2;15;10;2;3;1;1;14630;4;417;1163;91;done;false;false
java.util.Base64$EncOutputStream_checkNewline.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;2;4;8;4893.0;3;2;1;0;0;10;11;20;16;2;2;2;2;16200;2;1115;3677;101;done;false;false
java.util.HashMap$HashIterator_init_java.util.HashMap.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;6;5;21;19907.0;4;2;2;0;0;23;30;33;26;2;5;4;5;19940;4;4652;15030;225;done;false;true
java.lang.AbstractStringBuilder_append_double.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;2;2;702.0;1;0;1;0;0;3;2;15;9;2;4;1;1;14630;3;145;448;109;done;false;true
java.util.Locale_getUnicodeLocaleType_java.lang.String.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;2;10;17;30209.0;9;7;2;0;0;20;23;44;37;2;5;2;2;23230;4;4546;25440;223;done;false;true
java.io.InputStreamReader_read.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;3;3;1130.0;2;1;1;0;0;4;3;16;11;2;3;1;1;14660;2;442;601;87;done;false;true
java.util.ArrayList$ListItr_nextIndex.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;2;2;674.0;1;0;1;0;0;3;2;13;8;2;3;1;1;14600;2;107;479;88;done;false;true
java.util.Collections$ReverseComparator_compare_java.lang.Comparable_java.lang.Comparable.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;1;4;2;1880.0;3;0;3;0;0;3;2;23;16;2;5;1;1;3333;6;1158;587;135;done;false;true
java.util.WeakHashMap_transfer_java.util.WeakHashMap$Entry_arr_java.util.WeakHashMap$Entry_arr.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;7;8;26;69632.0;7;4;3;0;0;30;35;41;35;2;4;3;2;24310;6;7936;61450;246;done;false;true
java.lang.ConditionalSpecialCasing$Entry_init_int_char_arr_char_arr_java.lang.String_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;2;5;7;4893.0;4;0;4;0;0;8;7;31;22;2;7;1;1;15220;10;445;4146;302;done;false;true
java.io.PushbackInputStream_unread_int.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;5;4;13;5635.0;3;2;1;0;0;15;16;23;19;2;2;2;2;16670;3;1222;4300;113;done;false;true
java.lang.Long_getChars_long_int_char_arr.meth;r1_res2__impl_-except_dumb_300_-dr_t=3mm_cudd=8GiBGiB_;36;7;62;110946.0;6;5;1;0;0;68;77;63;59;2;2;3;2;31769;4;7174;103400;372;done;false;true
